plot_index,plot_desc,plot_date,plot_lat,plot_long,plot_depth_1,plot_depth_2,plot_depth_3,plot_depth_4,plot_depth_mean,plot_desc,empty,notes,L_count,P_count,A_count,total_BCMs,plot_lat_decimal,plot_long_decimal,dist_to_crest_m,dist_to_channel_m,perc_coral_heads,general_substrate,padina_present,sarg_present,turb_present,hal_present,bcm_index,bcm_species,bcm_substrate,bcm_length
14,north_barrier,11/3/19,17˚28’49.9”S,149˚50’29.9”W,160,160,140,120,145,80% dc+ 10% LC+ lots of turb/sarg,n,,4,0,22,26,-17.480528,-149.841639,409,199,90,dc_heads,0,1,1,0,15,a,dc,3
14,north_barrier,11/3/19,17˚28’49.9”S,149˚50’29.9”W,160,160,140,120,145,80% dc+ 10% LC+ lots of turb/sarg,n,,4,0,22,26,-17.480528,-149.841639,409,199,90,dc_heads,0,1,1,0,16,a,dc,3
14,north_barrier,11/3/19,17˚28’49.9”S,149˚50’29.9”W,160,160,140,120,145,80% dc+ 10% LC+ lots of turb/sarg,n,,4,0,22,26,-17.480528,-149.841639,409,199,90,dc_heads,0,1,1,0,17,a,dc,2
14,north_barrier,11/3/19,17˚28’49.9”S,149˚50’29.9”W,160,160,140,120,145,80% dc+ 10% LC+ lots of turb/sarg,n,,4,0,22,26,-17.480528,-149.841639,409,199,90,dc_heads,0,1,1,0,18,a,dc,2
14,north_barrier,11/3/19,17˚28’49.9”S,149˚50’29.9”W,160,160,140,120,145,80% dc+ 10% LC+ lots of turb/sarg,n,,4,0,22,26,-17.480528,-149.841639,409,199,90,dc_heads,0,1,1,0,19,a,dc,2
14,north_barrier,11/3/19,17˚28’49.9”S,149˚50’29.9”W,160,160,140,120,145,80% dc+ 10% LC+ lots of turb/sarg,n,,4,0,22,26,-17.480528,-149.841639,409,199,90,dc_heads,0,1,1,0,20,a,dc,1
14,north_barrier,11/3/19,17˚28’49.9”S,149˚50’29.9”W,160,160,140,120,145,80% dc+ 10% LC+ lots of turb/sarg,n,,4,0,22,26,-17.480528,-149.841639,409,199,90,dc_heads,0,1,1,0,21,a,dc,3
14,north_barrier,11/3/19,17˚28’49.9”S,149˚50’29.9”W,160,160,140,120,145,80% dc+ 10% LC+ lots of turb/sarg,n,,4,0,22,26,-17.480528,-149.841639,409,199,90,dc_heads,0,1,1,0,22,a,lc,6
14,north_barrier,11/3/19,17˚28’49.9”S,149˚50’29.9”W,160,160,140,120,145,80% dc+ 10% LC+ lots of turb/sarg,n,,4,0,22,26,-17.480528,-149.841639,409,199,90,dc_heads,0,1,1,0,23,a,lc,5
14,north_barrier,11/3/19,17˚28’49.9”S,149˚50’29.9”W,160,160,140,120,145,80% dc+ 10% LC+ lots of turb/sarg,n,,4,0,22,26,-17.480528,-149.841639,409,199,90,dc_heads,0,1,1,0,24,a,lc,4
14,north_barrier,11/3/19,17˚28’49.9”S,149˚50’29.9”W,160,160,140,120,145,80% dc+ 10% LC+ lots of turb/sarg,n,,4,0,22,26,-17.480528,-149.841639,409,199,90,dc_heads,0,1,1,0,25,a,lc,3
14,north_barrier,11/3/19,17˚28’49.9”S,149˚50’29.9”W,160,160,140,120,145,80% dc+ 10% LC+ lots of turb/sarg,n,,4,0,22,26,-17.480528,-149.841639,409,199,90,dc_heads,0,1,1,0,26,a,lc,2
15,north_barrier,11/3/19,17˚28’40.0”S,149˚49’50.0”W,200,190,170,80,160,,n,,0,2,0,2,-17.477778,-149.830556,33,587,,,,,,,0,,,
15,north_barrier,11/3/19,17˚28’40.0”S,149˚49’50.0”W,200,190,170,80,160,,n,,0,2,0,2,-17.477778,-149.830556,33,587,,,,,,,1,p,dc,7
15,north_barrier,11/3/19,17˚28’40.0”S,149˚49’50.0”W,200,190,170,80,160,,n,,0,2,0,2,-17.477778,-149.830556,33,587,,,,,,,2,p,dc,9
16,paopao_fringe,11/4/19,17˚30’0.1”S,149˚49’4.9”W,95,100,100,100,98.75,lots of Hal+ pad,n,,1,0,0,1,-17.500028,-149.818028,,23,0,sand,1,0,0,1,0,,,
16,paopao_fringe,11/4/19,17˚30’0.1”S,149˚49’4.9”W,95,100,100,100,98.75,lots of Hal+ pad,n,,1,0,0,1,-17.500028,-149.818028,,23,0,sand,1,0,0,1,1,l,dc,3
17,paopao_fringe,11/4/19,17˚29’50.3”S,149˚49’4.6”W,90,80,100,,90,sandy+ lots of Pad,n,,3,6,0,9,-17.497306,-149.817944,,12,0,sand,1,0,0,0,0,,,
17,paopao_fringe,11/4/19,17˚29’50.3”S,149˚49’4.6”W,90,80,100,,90,sandy+ lots of Pad,n,,3,6,0,9,-17.497306,-149.817944,,12,0,sand,1,0,0,0,1,l,dc,5
17,paopao_fringe,11/4/19,17˚29’50.3”S,149˚49’4.6”W,90,80,100,,90,sandy+ lots of Pad,n,,3,6,0,9,-17.497306,-149.817944,,12,0,sand,1,0,0,0,2,l,dc,9
17,paopao_fringe,11/4/19,17˚29’50.3”S,149˚49’4.6”W,90,80,100,,90,sandy+ lots of Pad,n,,3,6,0,9,-17.497306,-149.817944,,12,0,sand,1,0,0,0,3,l,dc,4
17,paopao_fringe,11/4/19,17˚29’50.3”S,149˚49’4.6”W,90,80,100,,90,sandy+ lots of Pad,n,,3,6,0,9,-17.497306,-149.817944,,12,0,sand,1,0,0,0,4,p,dictyota,6
17,paopao_fringe,11/4/19,17˚29’50.3”S,149˚49’4.6”W,90,80,100,,90,sandy+ lots of Pad,n,,3,6,0,9,-17.497306,-149.817944,,12,0,sand,1,0,0,0,5,p,dc,10
17,paopao_fringe,11/4/19,17˚29’50.3”S,149˚49’4.6”W,90,80,100,,90,sandy+ lots of Pad,n,,3,6,0,9,-17.497306,-149.817944,,12,0,sand,1,0,0,0,6,p,dc,15
17,paopao_fringe,11/4/19,17˚29’50.3”S,149˚49’4.6”W,90,80,100,,90,sandy+ lots of Pad,n,,3,6,0,9,-17.497306,-149.817944,,12,0,sand,1,0,0,0,7,p,dc,7
17,paopao_fringe,11/4/19,17˚29’50.3”S,149˚49’4.6”W,90,80,100,,90,sandy+ lots of Pad,n,,3,6,0,9,-17.497306,-149.817944,,12,0,sand,1,0,0,0,8,p,dc,5
17,paopao_fringe,11/4/19,17˚29’50.3”S,149˚49’4.6”W,90,80,100,,90,sandy+ lots of Pad,n,,3,6,0,9,-17.497306,-149.817944,,12,0,sand,1,0,0,0,9,p,dc,14
18,paopao_fringe,11/4/19,17˚29’40.0”S,149˚49’5.2”W,80,90,90,90,87.5,sandy+ lots of Pad+ 10% dc,y,,0,0,0,0,-17.494444,-149.818111,,51,10,sand,1,0,0,0,0,,,
19,paopao_fringe,11/4/19,17˚29’29.8”S,149˚49’5.3”W,90,95,60,90,83.75,50% dc cover+ pad,y,,0,0,0,0,-17.491611,-149.818139,,7,50,sand,1,0,0,0,0,,,
20,paopao_fringe,11/4/19,17˚29’17.6”S,149˚49’7.2”W,120,180,60,120,120,90% dc+ lots of turb+ sarg,y,,0,0,0,0,-17.488222,-149.818667,,25,90,dc_heads,0,1,1,0,0,,,
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,0,,,
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,1,p,dc,10
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,2,p,dc,4
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,3,p,dc,12
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,4,p,dc,9
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,5,p,dc,5
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,6,p,dc,5
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,7,p,dc,7
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,8,p,dc,7
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,9,p,dc,5
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,10,p,dc,14
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,11,p,dc,5
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,12,l,dc,3
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,13,l,dc,3
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,14,l,dc,7
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,15,l,dc,2
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,16,l,dc,4
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,17,l,dc,2
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,18,l,dc,2
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,19,l,dc,2
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,20,l,dc,2
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,21,l,dc,7
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,22,l,dc,1
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,23,l,dc,2
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,24,l,dc,1
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,25,l,dc,1
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,26,l,dc,1
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,27,l,dc,2
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,28,l,dc,13
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,29,l,dc,9
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,30,l,dc,2
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,31,l,dc,4
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,32,l,dc,6
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,33,l,dc,3
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,34,l,dc,4
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,35,l,dc,4
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,36,l,dc,3
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,37,l,dc,5
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,38,l,dc,3
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,39,l,dc,2
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,40,l,dc,2
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,41,l,dc,2
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,42,l,dc,1
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,43,l,dc,3
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,44,l,dc,4
21,north_barrier,11/7/19,17˚28’54.9”S,149˚49’30.2”W,50,55,50,60,53.75,20% DC+10% LC+rest sand,n,,34,11,0,45,-17.481917,-149.825056,53,23,20,sand,0,0,0,0,45,l,dc,5
22,north_barrier,11/7/19,17˚28’55.0”S,149˚49’35.0”W,60,60,55,60,58.75,20%dc+10%LC+rest sand,n,,3,9,7,19,-17.481944,-149.826389,116,36,20,sand,0,0,0,0,0,,,
22,north_barrier,11/7/19,17˚28’55.0”S,149˚49’35.0”W,60,60,55,60,58.75,20%dc+10%LC+rest sand,n,,3,9,7,19,-17.481944,-149.826389,116,36,20,sand,0,0,0,0,1,a,dc,3
22,north_barrier,11/7/19,17˚28’55.0”S,149˚49’35.0”W,60,60,55,60,58.75,20%dc+10%LC+rest sand,n,,3,9,7,19,-17.481944,-149.826389,116,36,20,sand,0,0,0,0,2,a,dc,5
22,north_barrier,11/7/19,17˚28’55.0”S,149˚49’35.0”W,60,60,55,60,58.75,20%dc+10%LC+rest sand,n,,3,9,7,19,-17.481944,-149.826389,116,36,20,sand,0,0,0,0,3,a,dc,3
22,north_barrier,11/7/19,17˚28’55.0”S,149˚49’35.0”W,60,60,55,60,58.75,20%dc+10%LC+rest sand,n,,3,9,7,19,-17.481944,-149.826389,116,36,20,sand,0,0,0,0,4,a,dc,3
22,north_barrier,11/7/19,17˚28’55.0”S,149˚49’35.0”W,60,60,55,60,58.75,20%dc+10%LC+rest sand,n,,3,9,7,19,-17.481944,-149.826389,116,36,20,sand,0,0,0,0,5,a,dc,3
22,north_barrier,11/7/19,17˚28’55.0”S,149˚49’35.0”W,60,60,55,60,58.75,20%dc+10%LC+rest sand,n,,3,9,7,19,-17.481944,-149.826389,116,36,20,sand,0,0,0,0,6,a,dc,2
22,north_barrier,11/7/19,17˚28’55.0”S,149˚49’35.0”W,60,60,55,60,58.75,20%dc+10%LC+rest sand,n,,3,9,7,19,-17.481944,-149.826389,116,36,20,sand,0,0,0,0,7,a,dictyota,9
22,north_barrier,11/7/19,17˚28’55.0”S,149˚49’35.0”W,60,60,55,60,58.75,20%dc+10%LC+rest sand,n,,3,9,7,19,-17.481944,-149.826389,116,36,20,sand,0,0,0,0,8,p,pad,13
22,north_barrier,11/7/19,17˚28’55.0”S,149˚49’35.0”W,60,60,55,60,58.75,20%dc+10%LC+rest sand,n,,3,9,7,19,-17.481944,-149.826389,116,36,20,sand,0,0,0,0,9,p,pad,8
22,north_barrier,11/7/19,17˚28’55.0”S,149˚49’35.0”W,60,60,55,60,58.75,20%dc+10%LC+rest sand,n,,3,9,7,19,-17.481944,-149.826389,116,36,20,sand,0,0,0,0,10,p,dc,5
22,north_barrier,11/7/19,17˚28’55.0”S,149˚49’35.0”W,60,60,55,60,58.75,20%dc+10%LC+rest sand,n,,3,9,7,19,-17.481944,-149.826389,116,36,20,sand,0,0,0,0,11,p,dc,3
22,north_barrier,11/7/19,17˚28’55.0”S,149˚49’35.0”W,60,60,55,60,58.75,20%dc+10%LC+rest sand,n,,3,9,7,19,-17.481944,-149.826389,116,36,20,sand,0,0,0,0,12,p,dc,7
22,north_barrier,11/7/19,17˚28’55.0”S,149˚49’35.0”W,60,60,55,60,58.75,20%dc+10%LC+rest sand,n,,3,9,7,19,-17.481944,-149.826389,116,36,20,sand,0,0,0,0,13,p,dc,9
22,north_barrier,11/7/19,17˚28’55.0”S,149˚49’35.0”W,60,60,55,60,58.75,20%dc+10%LC+rest sand,n,,3,9,7,19,-17.481944,-149.826389,116,36,20,sand,0,0,0,0,14,p,dc,5
22,north_barrier,11/7/19,17˚28’55.0”S,149˚49’35.0”W,60,60,55,60,58.75,20%dc+10%LC+rest sand,n,,3,9,7,19,-17.481944,-149.826389,116,36,20,sand,0,0,0,0,15,p,dc,6
22,north_barrier,11/7/19,17˚28’55.0”S,149˚49’35.0”W,60,60,55,60,58.75,20%dc+10%LC+rest sand,n,,3,9,7,19,-17.481944,-149.826389,116,36,20,sand,0,0,0,0,16,p,dc,5
22,north_barrier,11/7/19,17˚28’55.0”S,149˚49’35.0”W,60,60,55,60,58.75,20%dc+10%LC+rest sand,n,,3,9,7,19,-17.481944,-149.826389,116,36,20,sand,0,0,0,0,17,l,dc,4
22,north_barrier,11/7/19,17˚28’55.0”S,149˚49’35.0”W,60,60,55,60,58.75,20%dc+10%LC+rest sand,n,,3,9,7,19,-17.481944,-149.826389,116,36,20,sand,0,0,0,0,18,l,dc,2
22,north_barrier,11/7/19,17˚28’55.0”S,149˚49’35.0”W,60,60,55,60,58.75,20%dc+10%LC+rest sand,n,,3,9,7,19,-17.481944,-149.826389,116,36,20,sand,0,0,0,0,19,l,dc,3
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,0,,,
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,1,l,dc,3
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,2,l,dc,5
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,3,l,dc,1
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,4,l,dc,3
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,5,l,dc,2
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,6,l,dc,6
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,7,l,dc,1
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,8,l,dc,3
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,9,l,dc,5
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,10,l,dc,2
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,11,l,dc,2
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,12,l,dc,2
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,13,l,dc,2
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,14,l,dc,1
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,15,l,dc,1
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,16,l,dc,1
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,17,l,dc,2
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,18,l,dc,3
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,19,p,dc,10
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,20,p,dc,8
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,21,p,dc,4
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,22,p,dc,5
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,23,p,dc,13
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,24,p,dc,18
23,north_barrier,11/7/19,17˚28’55.1”S,149˚49’40.1”W,60,55,60,60,58.75,50% dc heads+50%sand,n,collect phorm sample,18,21,3,42,-17.481972,-149.827806,245,98,50,sand,0,0,0,0,25,p,dc,4
